"","DIST_ID","ZONE","DISTRICT","variable","value"
"1",1,"Mechi","Taplejung","Total.Household",26509
"2",2,"Mechi","Panchthar","Total.Household",41196
"3",3,"Mechi","Ilam","Total.Household",64502
"4",4,"Mechi","Jhapa","Total.Household",184552
"5",5,"Koshi","Morang","Total.Household",213997
"6",6,"Koshi","Sunsari","Total.Household",162407
"7",7,"Koshi","Dhankuta","Total.Household",37637
"8",8,"Koshi","Terhathum","Total.Household",22094
"9",9,"Koshi","Sankhuwasabha","Total.Household",34624
"10",10,"Koshi","Bhojpur","Total.Household",39419
"11",11,"Sagarmatha","Solukhumbu","Total.Household",23785
"12",13,"Sagarmatha","Khotang","Total.Household",42664
"13",12,"Sagarmatha","Okhaldhunga","Total.Household",32502
"14",14,"Sagarmatha","Udayapur","Total.Household",66557
"15",15,"Sagarmatha","Saptari","Total.Household",121098
"16",16,"Sagarmatha","Siraha","Total.Household",177962
"17",17,"Janakpur","Dhanusha","Total.Household",138249
"18",18,"Janakpur","Mahottari","Total.Household",111316
"19",19,"Janakpur","Sarlahi","Total.Household",132844
"20",20,"Janakpur","Sindhuli","Total.Household",57581
"21",21,"Janakpur","Ramechhap","Total.Household",43910
"22",22,"Janakpur","Dolakha","Total.Household",45688
"23",23,"Bagmati","Sindhupalchok","Total.Household",66688
"24",24,"Bagmati","Kabhrepalanchok","Total.Household",80720
"25",25,"Bagmati","Lalitpur","Total.Household",109797
"26",26,"Bagmati","Bhaktapur","Total.Household",68636
"27",27,"Bagmati","Kathmandu","Total.Household",436344
"28",28,"Bagmati","Nuwakot","Total.Household",59215
"29",29,"Bagmati","Rasuwa","Total.Household",9778
"30",30,"Bagmati","Dhading","Total.Household",73851
"31",31,"Narayani","Makawanpur","Total.Household",86127
"32",32,"Narayani","Rautahat","Total.Household",106668
"33",33,"Narayani","Bara","Total.Household",108635
"34",34,"Narayani","Parsa","Total.Household",95536
"35",35,"Narayani","Chitawan","Total.Household",132462
"36",36,"Gandaki","Gorkha","Total.Household",66506
"37",37,"Gandaki","Lamjung","Total.Household",42079
"38",41,"Gandaki","Manang","Total.Household",1400
"39",40,"Gandaki","Kaski","Total.Household",125673
"40",38,"Gandaki","Tanahu","Total.Household",78309
"41",39,"Gandaki","Syangja","Total.Household",68881
"42",44,"Dhawalagiri","Parbat","Total.Household",35719
"43",45,"Dhawalagiri","Baglung","Total.Household",61522
"44",43,"Dhawalagiri","Myagdi","Total.Household",27762
"45",42,"Dhawalagiri","Mustang","Total.Household",3354
"46",47,"Lumbini","Palpa","Total.Household",128793
"47",48,"Lumbini","Nawalparasi","Total.Household",128793
"48",49,"Lumbini","Rupandehi","Total.Household",163916
"49",50,"Lumbini","Kapilbastu","Total.Household",91321
"50",51,"Lumbini","Arghakhanchi","Total.Household",46835
"51",46,"Lumbini","Gulmi","Total.Household",64921
"52",54,"Rapti","Rukum","Total.Household",19303
"53",55,"Rapti","Salyan","Total.Household",47730
"54",53,"Rapti","Rolpa","Total.Household",23013
"55",52,"Rapti","Pyuthan","Total.Household",7488
"56",56,"Rapti","Dang","Total.Household",9619
"57",57,"Bheri","Banke","Total.Household",94773
"58",58,"Bheri","Bardiya","Total.Household",73176
"59",59,"Bheri","Surkhet","Total.Household",72863
"60",61,"Bheri","Jajarkot","Total.Household",30472
"61",60,"Bheri","Dailekh","Total.Household",48919
"62",62,"Karnali","Dolpa","Total.Household",41856
"63",63,"Karnali","Jumla","Total.Household",9479
"64",64,"Karnali","Kalikot","Total.Household",116415
"65",65,"Karnali","Mugu","Total.Household",43757
"66",66,"Karnali","Humla","Total.Household",46558
"67",68,"Seti","Bajhang","Total.Household",33786
"68",67,"Seti","Bajura","Total.Household",24908
"69",69,"Seti","Achham","Total.Household",48351
"70",70,"Seti","Doti","Total.Household",41440
"71",71,"Seti","Kailali","Total.Household",142480
"72",72,"Mahakali","Kanchanpur","Total.Household",82152
"73",73,"Mahakali","Dadeldhura","Total.Household",27045
"74",74,"Mahakali","Baitadi","Total.Household",45191
"75",75,"Mahakali","Darchula","Total.Household",24618
"76",NA,"","","Total.Household",NA
"77",1,"Mechi","Taplejung","Total.Population",127461
"78",2,"Mechi","Panchthar","Total.Population",191817
"79",3,"Mechi","Ilam","Total.Population",290254
"80",4,"Mechi","Jhapa","Total.Population",812650
"81",5,"Koshi","Morang","Total.Population",965370
"82",6,"Koshi","Sunsari","Total.Population",763487
"83",7,"Koshi","Dhankuta","Total.Population",163412
"84",8,"Koshi","Terhathum","Total.Population",101577
"85",9,"Koshi","Sankhuwasabha","Total.Population",158742
"86",10,"Koshi","Bhojpur","Total.Population",182459
"87",11,"Sagarmatha","Solukhumbu","Total.Population",105886
"88",13,"Sagarmatha","Khotang","Total.Population",206312
"89",12,"Sagarmatha","Okhaldhunga","Total.Population",147984
"90",14,"Sagarmatha","Udayapur","Total.Population",317532
"91",15,"Sagarmatha","Saptari","Total.Population",639284
"92",16,"Sagarmatha","Siraha","Total.Population",637328
"93",17,"Janakpur","Dhanusha","Total.Population",754777
"94",18,"Janakpur","Mahottari","Total.Population",627580
"95",19,"Janakpur","Sarlahi","Total.Population",769729
"96",20,"Janakpur","Sindhuli","Total.Population",296192
"97",21,"Janakpur","Ramechhap","Total.Population",202646
"98",22,"Janakpur","Dolakha","Total.Population",186557
"99",23,"Bagmati","Sindhupalchok","Total.Population",287798
"100",24,"Bagmati","Kabhrepalanchok","Total.Population",381937
"101",25,"Bagmati","Lalitpur","Total.Population",468132
"102",26,"Bagmati","Bhaktapur","Total.Population",304651
"103",27,"Bagmati","Kathmandu","Total.Population",1744240
"104",28,"Bagmati","Nuwakot","Total.Population",277471
"105",29,"Bagmati","Rasuwa","Total.Population",43300
"106",30,"Bagmati","Dhading","Total.Population",336067
"107",31,"Narayani","Makawanpur","Total.Population",420477
"108",32,"Narayani","Rautahat","Total.Population",686722
"109",33,"Narayani","Bara","Total.Population",687708
"110",34,"Narayani","Parsa","Total.Population",601017
"111",35,"Narayani","Chitawan","Total.Population",579984
"112",36,"Gandaki","Gorkha","Total.Population",271061
"113",37,"Gandaki","Lamjung","Total.Population",167724
"114",41,"Gandaki","Manang","Total.Population",6538
"115",40,"Gandaki","Kaski","Total.Population",492098
"116",38,"Gandaki","Tanahu","Total.Population",323288
"117",39,"Gandaki","Syangja","Total.Population",289148
"118",44,"Dhawalagiri","Parbat","Total.Population",146590
"119",45,"Dhawalagiri","Baglung","Total.Population",268613
"120",43,"Dhawalagiri","Myagdi","Total.Population",113614
"121",42,"Dhawalagiri","Mustang","Total.Population",13452
"122",47,"Lumbini","Palpa","Total.Population",643508
"123",48,"Lumbini","Nawalparasi","Total.Population",643508
"124",49,"Lumbini","Rupandehi","Total.Population",880196
"125",50,"Lumbini","Kapilbastu","Total.Population",571936
"126",51,"Lumbini","Arghakhanchi","Total.Population",197632
"127",46,"Lumbini","Gulmi","Total.Population",280160
"128",54,"Rapti","Rukum","Total.Population",108921
"129",55,"Rapti","Salyan","Total.Population",228102
"130",53,"Rapti","Rolpa","Total.Population",136948
"131",52,"Rapti","Pyuthan","Total.Population",36700
"132",56,"Rapti","Dang","Total.Population",55286
"133",57,"Bheri","Banke","Total.Population",491313
"134",58,"Bheri","Bardiya","Total.Population",426576
"135",59,"Bheri","Surkhet","Total.Population",350804
"136",61,"Bheri","Jajarkot","Total.Population",171304
"137",60,"Bheri","Dailekh","Total.Population",261770
"138",62,"Karnali","Dolpa","Total.Population",208567
"139",63,"Karnali","Jumla","Total.Population",50858
"140",64,"Karnali","Kalikot","Total.Population",552583
"141",65,"Karnali","Mugu","Total.Population",224506
"142",66,"Karnali","Humla","Total.Population",242444
"143",68,"Seti","Bajhang","Total.Population",195159
"144",67,"Seti","Bajura","Total.Population",134912
"145",69,"Seti","Achham","Total.Population",257477
"146",70,"Seti","Doti","Total.Population",211746
"147",71,"Seti","Kailali","Total.Population",775709
"148",72,"Mahakali","Kanchanpur","Total.Population",451248
"149",73,"Mahakali","Dadeldhura","Total.Population",142094
"150",74,"Mahakali","Baitadi","Total.Population",250898
"151",75,"Mahakali","Darchula","Total.Population",133274
"152",NA,"","","Total.Population",NA
"153",1,"Mechi","Taplejung","Death_Female",1
"154",2,"Mechi","Panchthar","Death_Female",0
"155",3,"Mechi","Ilam","Death_Female",0
"156",4,"Mechi","Jhapa","Death_Female",1
"157",5,"Koshi","Morang","Death_Female",1
"158",6,"Koshi","Sunsari","Death_Female",7
"159",7,"Koshi","Dhankuta","Death_Female",0
"160",8,"Koshi","Terhathum","Death_Female",0
"161",9,"Koshi","Sankhuwasabha","Death_Female",0
"162",10,"Koshi","Bhojpur","Death_Female",2
"163",11,"Sagarmatha","Solukhumbu","Death_Female",5
"164",13,"Sagarmatha","Khotang","Death_Female",0
"165",12,"Sagarmatha","Okhaldhunga","Death_Female",10
"166",14,"Sagarmatha","Udayapur","Death_Female",1
"167",15,"Sagarmatha","Saptari","Death_Female",0
"168",16,"Sagarmatha","Siraha","Death_Female",1
"169",17,"Janakpur","Dhanusha","Death_Female",0
"170",18,"Janakpur","Mahottari","Death_Female",1
"171",19,"Janakpur","Sarlahi","Death_Female",1
"172",20,"Janakpur","Sindhuli","Death_Female",10
"173",21,"Janakpur","Ramechhap","Death_Female",23
"174",22,"Janakpur","Dolakha","Death_Female",85
"175",23,"Bagmati","Sindhupalchok","Death_Female",1943
"176",24,"Bagmati","Kabhrepalanchok","Death_Female",189
"177",25,"Bagmati","Lalitpur","Death_Female",108
"178",26,"Bagmati","Bhaktapur","Death_Female",215
"179",27,"Bagmati","Kathmandu","Death_Female",600
"180",28,"Bagmati","Nuwakot","Death_Female",630
"181",29,"Bagmati","Rasuwa","Death_Female",310
"182",30,"Bagmati","Dhading","Death_Female",393
"183",31,"Narayani","Makawanpur","Death_Female",17
"184",32,"Narayani","Rautahat","Death_Female",2
"185",33,"Narayani","Bara","Death_Female",2
"186",34,"Narayani","Parsa","Death_Female",5
"187",35,"Narayani","Chitawan","Death_Female",4
"188",36,"Gandaki","Gorkha","Death_Female",233
"189",37,"Gandaki","Lamjung","Death_Female",2
"190",41,"Gandaki","Manang","Death_Female",0
"191",40,"Gandaki","Kaski","Death_Female",2
"192",38,"Gandaki","Tanahu","Death_Female",0
"193",39,"Gandaki","Syangja","Death_Female",0
"194",44,"Dhawalagiri","Parbat","Death_Female",0
"195",45,"Dhawalagiri","Baglung","Death_Female",1
"196",43,"Dhawalagiri","Myagdi","Death_Female",0
"197",42,"Dhawalagiri","Mustang","Death_Female",0
"198",47,"Lumbini","Palpa","Death_Female",1
"199",48,"Lumbini","Nawalparasi","Death_Female",1
"200",49,"Lumbini","Rupandehi","Death_Female",0
"201",50,"Lumbini","Kapilbastu","Death_Female",0
"202",51,"Lumbini","Arghakhanchi","Death_Female",0
"203",46,"Lumbini","Gulmi","Death_Female",1
"204",54,"Rapti","Rukum","Death_Female",0
"205",55,"Rapti","Salyan","Death_Female",0
"206",53,"Rapti","Rolpa","Death_Female",0
"207",52,"Rapti","Pyuthan","Death_Female",0
"208",56,"Rapti","Dang","Death_Female",0
"209",57,"Bheri","Banke","Death_Female",0
"210",58,"Bheri","Bardiya","Death_Female",0
"211",59,"Bheri","Surkhet","Death_Female",0
"212",61,"Bheri","Jajarkot","Death_Female",0
"213",60,"Bheri","Dailekh","Death_Female",0
"214",62,"Karnali","Dolpa","Death_Female",0
"215",63,"Karnali","Jumla","Death_Female",0
"216",64,"Karnali","Kalikot","Death_Female",0
"217",65,"Karnali","Mugu","Death_Female",0
"218",66,"Karnali","Humla","Death_Female",0
"219",68,"Seti","Bajhang","Death_Female",0
"220",67,"Seti","Bajura","Death_Female",0
"221",69,"Seti","Achham","Death_Female",0
"222",70,"Seti","Doti","Death_Female",0
"223",71,"Seti","Kailali","Death_Female",0
"224",72,"Mahakali","Kanchanpur","Death_Female",0
"225",73,"Mahakali","Dadeldhura","Death_Female",0
"226",74,"Mahakali","Baitadi","Death_Female",0
"227",75,"Mahakali","Darchula","Death_Female",0
"228",NA,"","","Death_Female",4808
"229",1,"Mechi","Taplejung","Death_Male",0
"230",2,"Mechi","Panchthar","Death_Male",0
"231",3,"Mechi","Ilam","Death_Male",0
"232",4,"Mechi","Jhapa","Death_Male",0
"233",5,"Koshi","Morang","Death_Male",1
"234",6,"Koshi","Sunsari","Death_Male",2
"235",7,"Koshi","Dhankuta","Death_Male",0
"236",8,"Koshi","Terhathum","Death_Male",1
"237",9,"Koshi","Sankhuwasabha","Death_Male",0
"238",10,"Koshi","Bhojpur","Death_Male",0
"239",11,"Sagarmatha","Solukhumbu","Death_Male",15
"240",13,"Sagarmatha","Khotang","Death_Male",0
"241",12,"Sagarmatha","Okhaldhunga","Death_Male",10
"242",14,"Sagarmatha","Udayapur","Death_Male",0
"243",15,"Sagarmatha","Saptari","Death_Male",0
"244",16,"Sagarmatha","Siraha","Death_Male",0
"245",17,"Janakpur","Dhanusha","Death_Male",1
"246",18,"Janakpur","Mahottari","Death_Male",2
"247",19,"Janakpur","Sarlahi","Death_Male",1
"248",20,"Janakpur","Sindhuli","Death_Male",5
"249",21,"Janakpur","Ramechhap","Death_Male",16
"250",22,"Janakpur","Dolakha","Death_Male",84
"251",23,"Bagmati","Sindhupalchok","Death_Male",1497
"252",24,"Bagmati","Kabhrepalanchok","Death_Male",129
"253",25,"Bagmati","Lalitpur","Death_Male",68
"254",26,"Bagmati","Bhaktapur","Death_Male",118
"255",27,"Bagmati","Kathmandu","Death_Male",621
"256",28,"Bagmati","Nuwakot","Death_Male",459
"257",29,"Bagmati","Rasuwa","Death_Male",287
"258",30,"Bagmati","Dhading","Death_Male",340
"259",31,"Narayani","Makawanpur","Death_Male",16
"260",32,"Narayani","Rautahat","Death_Male",1
"261",33,"Narayani","Bara","Death_Male",0
"262",34,"Narayani","Parsa","Death_Male",1
"263",35,"Narayani","Chitawan","Death_Male",6
"264",36,"Gandaki","Gorkha","Death_Male",214
"265",37,"Gandaki","Lamjung","Death_Male",3
"266",41,"Gandaki","Manang","Death_Male",0
"267",40,"Gandaki","Kaski","Death_Male",1
"268",38,"Gandaki","Tanahu","Death_Male",0
"269",39,"Gandaki","Syangja","Death_Male",1
"270",44,"Dhawalagiri","Parbat","Death_Male",0
"271",45,"Dhawalagiri","Baglung","Death_Male",0
"272",43,"Dhawalagiri","Myagdi","Death_Male",0
"273",42,"Dhawalagiri","Mustang","Death_Male",0
"274",47,"Lumbini","Palpa","Death_Male",0
"275",48,"Lumbini","Nawalparasi","Death_Male",0
"276",49,"Lumbini","Rupandehi","Death_Male",0
"277",50,"Lumbini","Kapilbastu","Death_Male",0
"278",51,"Lumbini","Arghakhanchi","Death_Male",0
"279",46,"Lumbini","Gulmi","Death_Male",0
"280",54,"Rapti","Rukum","Death_Male",1
"281",55,"Rapti","Salyan","Death_Male",0
"282",53,"Rapti","Rolpa","Death_Male",1
"283",52,"Rapti","Pyuthan","Death_Male",0
"284",56,"Rapti","Dang","Death_Male",0
"285",57,"Bheri","Banke","Death_Male",0
"286",58,"Bheri","Bardiya","Death_Male",0
"287",59,"Bheri","Surkhet","Death_Male",0
"288",61,"Bheri","Jajarkot","Death_Male",0
"289",60,"Bheri","Dailekh","Death_Male",0
"290",62,"Karnali","Dolpa","Death_Male",0
"291",63,"Karnali","Jumla","Death_Male",0
"292",64,"Karnali","Kalikot","Death_Male",0
"293",65,"Karnali","Mugu","Death_Male",0
"294",66,"Karnali","Humla","Death_Male",0
"295",68,"Seti","Bajhang","Death_Male",0
"296",67,"Seti","Bajura","Death_Male",0
"297",69,"Seti","Achham","Death_Male",0
"298",70,"Seti","Doti","Death_Male",0
"299",71,"Seti","Kailali","Death_Male",0
"300",72,"Mahakali","Kanchanpur","Death_Male",0
"301",73,"Mahakali","Dadeldhura","Death_Male",0
"302",74,"Mahakali","Baitadi","Death_Male",0
"303",75,"Mahakali","Darchula","Death_Male",0
"304",NA,"","","Death_Male",3902
"305",1,"Mechi","Taplejung","Tot_Deaths",1
"306",2,"Mechi","Panchthar","Tot_Deaths",0
"307",3,"Mechi","Ilam","Tot_Deaths",0
"308",4,"Mechi","Jhapa","Tot_Deaths",1
"309",5,"Koshi","Morang","Tot_Deaths",2
"310",6,"Koshi","Sunsari","Tot_Deaths",9
"311",7,"Koshi","Dhankuta","Tot_Deaths",0
"312",8,"Koshi","Terhathum","Tot_Deaths",1
"313",9,"Koshi","Sankhuwasabha","Tot_Deaths",0
"314",10,"Koshi","Bhojpur","Tot_Deaths",2
"315",11,"Sagarmatha","Solukhumbu","Tot_Deaths",20
"316",13,"Sagarmatha","Khotang","Tot_Deaths",0
"317",12,"Sagarmatha","Okhaldhunga","Tot_Deaths",20
"318",14,"Sagarmatha","Udayapur","Tot_Deaths",1
"319",15,"Sagarmatha","Saptari","Tot_Deaths",0
"320",16,"Sagarmatha","Siraha","Tot_Deaths",1
"321",17,"Janakpur","Dhanusha","Tot_Deaths",1
"322",18,"Janakpur","Mahottari","Tot_Deaths",3
"323",19,"Janakpur","Sarlahi","Tot_Deaths",2
"324",20,"Janakpur","Sindhuli","Tot_Deaths",15
"325",21,"Janakpur","Ramechhap","Tot_Deaths",39
"326",22,"Janakpur","Dolakha","Tot_Deaths",170
"327",23,"Bagmati","Sindhupalchok","Tot_Deaths",3440
"328",24,"Bagmati","Kabhrepalanchok","Tot_Deaths",318
"329",25,"Bagmati","Lalitpur","Tot_Deaths",176
"330",26,"Bagmati","Bhaktapur","Tot_Deaths",333
"331",27,"Bagmati","Kathmandu","Tot_Deaths",1222
"332",28,"Bagmati","Nuwakot","Tot_Deaths",1089
"333",29,"Bagmati","Rasuwa","Tot_Deaths",597
"334",30,"Bagmati","Dhading","Tot_Deaths",733
"335",31,"Narayani","Makawanpur","Tot_Deaths",33
"336",32,"Narayani","Rautahat","Tot_Deaths",3
"337",33,"Narayani","Bara","Tot_Deaths",2
"338",34,"Narayani","Parsa","Tot_Deaths",6
"339",35,"Narayani","Chitawan","Tot_Deaths",10
"340",36,"Gandaki","Gorkha","Tot_Deaths",447
"341",37,"Gandaki","Lamjung","Tot_Deaths",5
"342",41,"Gandaki","Manang","Tot_Deaths",0
"343",40,"Gandaki","Kaski","Tot_Deaths",3
"344",38,"Gandaki","Tanahu","Tot_Deaths",0
"345",39,"Gandaki","Syangja","Tot_Deaths",1
"346",44,"Dhawalagiri","Parbat","Tot_Deaths",0
"347",45,"Dhawalagiri","Baglung","Tot_Deaths",1
"348",43,"Dhawalagiri","Myagdi","Tot_Deaths",0
"349",42,"Dhawalagiri","Mustang","Tot_Deaths",0
"350",47,"Lumbini","Palpa","Tot_Deaths",1
"351",48,"Lumbini","Nawalparasi","Tot_Deaths",1
"352",49,"Lumbini","Rupandehi","Tot_Deaths",0
"353",50,"Lumbini","Kapilbastu","Tot_Deaths",0
"354",51,"Lumbini","Arghakhanchi","Tot_Deaths",0
"355",46,"Lumbini","Gulmi","Tot_Deaths",1
"356",54,"Rapti","Rukum","Tot_Deaths",1
"357",55,"Rapti","Salyan","Tot_Deaths",0
"358",53,"Rapti","Rolpa","Tot_Deaths",1
"359",52,"Rapti","Pyuthan","Tot_Deaths",0
"360",56,"Rapti","Dang","Tot_Deaths",0
"361",57,"Bheri","Banke","Tot_Deaths",0
"362",58,"Bheri","Bardiya","Tot_Deaths",0
"363",59,"Bheri","Surkhet","Tot_Deaths",0
"364",61,"Bheri","Jajarkot","Tot_Deaths",0
"365",60,"Bheri","Dailekh","Tot_Deaths",0
"366",62,"Karnali","Dolpa","Tot_Deaths",0
"367",63,"Karnali","Jumla","Tot_Deaths",0
"368",64,"Karnali","Kalikot","Tot_Deaths",0
"369",65,"Karnali","Mugu","Tot_Deaths",0
"370",66,"Karnali","Humla","Tot_Deaths",0
"371",68,"Seti","Bajhang","Tot_Deaths",0
"372",67,"Seti","Bajura","Tot_Deaths",0
"373",69,"Seti","Achham","Tot_Deaths",0
"374",70,"Seti","Doti","Tot_Deaths",0
"375",71,"Seti","Kailali","Tot_Deaths",0
"376",72,"Mahakali","Kanchanpur","Tot_Deaths",0
"377",73,"Mahakali","Dadeldhura","Tot_Deaths",0
"378",74,"Mahakali","Baitadi","Tot_Deaths",0
"379",75,"Mahakali","Darchula","Tot_Deaths",0
"380",NA,"","","Tot_Deaths",8712
"381",1,"Mechi","Taplejung","Injured_Female",3
"382",2,"Mechi","Panchthar","Injured_Female",4
"383",3,"Mechi","Ilam","Injured_Female",5
"384",4,"Mechi","Jhapa","Injured_Female",15
"385",5,"Koshi","Morang","Injured_Female",26
"386",6,"Koshi","Sunsari","Injured_Female",26
"387",7,"Koshi","Dhankuta","Injured_Female",2
"388",8,"Koshi","Terhathum","Injured_Female",9
"389",9,"Koshi","Sankhuwasabha","Injured_Female",4
"390",10,"Koshi","Bhojpur","Injured_Female",8
"391",11,"Sagarmatha","Solukhumbu","Injured_Female",20
"392",13,"Sagarmatha","Khotang","Injured_Female",5
"393",12,"Sagarmatha","Okhaldhunga","Injured_Female",31
"394",14,"Sagarmatha","Udayapur","Injured_Female",19
"395",15,"Sagarmatha","Saptari","Injured_Female",17
"396",16,"Sagarmatha","Siraha","Injured_Female",20
"397",17,"Janakpur","Dhanusha","Injured_Female",21
"398",18,"Janakpur","Mahottari","Injured_Female",7
"399",19,"Janakpur","Sarlahi","Injured_Female",40
"400",20,"Janakpur","Sindhuli","Injured_Female",113
"401",21,"Janakpur","Ramechhap","Injured_Female",68
"402",22,"Janakpur","Dolakha","Injured_Female",316
"403",23,"Bagmati","Sindhupalchok","Injured_Female",726
"404",24,"Bagmati","Kabhrepalanchok","Injured_Female",631
"405",25,"Bagmati","Lalitpur","Injured_Female",1475
"406",26,"Bagmati","Bhaktapur","Injured_Female",1078
"407",27,"Bagmati","Kathmandu","Injured_Female",3447
"408",28,"Bagmati","Nuwakot","Injured_Female",523
"409",29,"Bagmati","Rasuwa","Injured_Female",394
"410",30,"Bagmati","Dhading","Injured_Female",672
"411",31,"Narayani","Makawanpur","Injured_Female",137
"412",32,"Narayani","Rautahat","Injured_Female",16
"413",33,"Narayani","Bara","Injured_Female",44
"414",34,"Narayani","Parsa","Injured_Female",30
"415",35,"Narayani","Chitawan","Injured_Female",64
"416",36,"Gandaki","Gorkha","Injured_Female",488
"417",37,"Gandaki","Lamjung","Injured_Female",27
"418",41,"Gandaki","Manang","Injured_Female",0
"419",40,"Gandaki","Kaski","Injured_Female",19
"420",38,"Gandaki","Tanahu","Injured_Female",14
"421",39,"Gandaki","Syangja","Injured_Female",19
"422",44,"Dhawalagiri","Parbat","Injured_Female",11
"423",45,"Dhawalagiri","Baglung","Injured_Female",3
"424",43,"Dhawalagiri","Myagdi","Injured_Female",3
"425",42,"Dhawalagiri","Mustang","Injured_Female",1
"426",47,"Lumbini","Palpa","Injured_Female",7
"427",48,"Lumbini","Nawalparasi","Injured_Female",23
"428",49,"Lumbini","Rupandehi","Injured_Female",24
"429",50,"Lumbini","Kapilbastu","Injured_Female",1
"430",51,"Lumbini","Arghakhanchi","Injured_Female",0
"431",46,"Lumbini","Gulmi","Injured_Female",7
"432",54,"Rapti","Rukum","Injured_Female",0
"433",55,"Rapti","Salyan","Injured_Female",0
"434",53,"Rapti","Rolpa","Injured_Female",0
"435",52,"Rapti","Pyuthan","Injured_Female",4
"436",56,"Rapti","Dang","Injured_Female",3
"437",57,"Bheri","Banke","Injured_Female",0
"438",58,"Bheri","Bardiya","Injured_Female",1
"439",59,"Bheri","Surkhet","Injured_Female",2
"440",61,"Bheri","Jajarkot","Injured_Female",1
"441",60,"Bheri","Dailekh","Injured_Female",1
"442",62,"Karnali","Dolpa","Injured_Female",0
"443",63,"Karnali","Jumla","Injured_Female",0
"444",64,"Karnali","Kalikot","Injured_Female",0
"445",65,"Karnali","Mugu","Injured_Female",0
"446",66,"Karnali","Humla","Injured_Female",0
"447",68,"Seti","Bajhang","Injured_Female",0
"448",67,"Seti","Bajura","Injured_Female",0
"449",69,"Seti","Achham","Injured_Female",0
"450",70,"Seti","Doti","Injured_Female",0
"451",71,"Seti","Kailali","Injured_Female",1
"452",72,"Mahakali","Kanchanpur","Injured_Female",0
"453",73,"Mahakali","Dadeldhura","Injured_Female",0
"454",74,"Mahakali","Baitadi","Injured_Female",0
"455",75,"Mahakali","Darchula","Injured_Female",0
"456",NA,"","","Injured_Female",10676
"457",1,"Mechi","Taplejung","Injured_Male",4
"458",2,"Mechi","Panchthar","Injured_Male",5
"459",3,"Mechi","Ilam","Injured_Male",5
"460",4,"Mechi","Jhapa","Injured_Male",10
"461",5,"Koshi","Morang","Injured_Male",33
"462",6,"Koshi","Sunsari","Injured_Male",9
"463",7,"Koshi","Dhankuta","Injured_Male",3
"464",8,"Koshi","Terhathum","Injured_Male",5
"465",9,"Koshi","Sankhuwasabha","Injured_Male",4
"466",10,"Koshi","Bhojpur","Injured_Male",5
"467",11,"Sagarmatha","Solukhumbu","Injured_Male",80
"468",13,"Sagarmatha","Khotang","Injured_Male",3
"469",12,"Sagarmatha","Okhaldhunga","Injured_Male",30
"470",14,"Sagarmatha","Udayapur","Injured_Male",16
"471",15,"Sagarmatha","Saptari","Injured_Male",7
"472",16,"Sagarmatha","Siraha","Injured_Male",19
"473",17,"Janakpur","Dhanusha","Injured_Male",24
"474",18,"Janakpur","Mahottari","Injured_Male",9
"475",19,"Janakpur","Sarlahi","Injured_Male",30
"476",20,"Janakpur","Sindhuli","Injured_Male",117
"477",21,"Janakpur","Ramechhap","Injured_Male",67
"478",22,"Janakpur","Dolakha","Injured_Male",346
"479",23,"Bagmati","Sindhupalchok","Injured_Male",845
"480",24,"Bagmati","Kabhrepalanchok","Injured_Male",548
"481",25,"Bagmati","Lalitpur","Injured_Male",1577
"482",26,"Bagmati","Bhaktapur","Injured_Male",1023
"483",27,"Bagmati","Kathmandu","Injured_Male",4417
"484",28,"Bagmati","Nuwakot","Injured_Male",529
"485",29,"Bagmati","Rasuwa","Injured_Male",377
"486",30,"Bagmati","Dhading","Injured_Male",546
"487",31,"Narayani","Makawanpur","Injured_Male",92
"488",32,"Narayani","Rautahat","Injured_Male",22
"489",33,"Narayani","Bara","Injured_Male",18
"490",34,"Narayani","Parsa","Injured_Male",20
"491",35,"Narayani","Chitawan","Injured_Male",79
"492",36,"Gandaki","Gorkha","Injured_Male",465
"493",37,"Gandaki","Lamjung","Injured_Male",13
"494",41,"Gandaki","Manang","Injured_Male",1
"495",40,"Gandaki","Kaski","Injured_Male",19
"496",38,"Gandaki","Tanahu","Injured_Male",13
"497",39,"Gandaki","Syangja","Injured_Male",4
"498",44,"Dhawalagiri","Parbat","Injured_Male",10
"499",45,"Dhawalagiri","Baglung","Injured_Male",11
"500",43,"Dhawalagiri","Myagdi","Injured_Male",8
"501",42,"Dhawalagiri","Mustang","Injured_Male",0
"502",47,"Lumbini","Palpa","Injured_Male",9
"503",48,"Lumbini","Nawalparasi","Injured_Male",18
"504",49,"Lumbini","Rupandehi","Injured_Male",15
"505",50,"Lumbini","Kapilbastu","Injured_Male",5
"506",51,"Lumbini","Arghakhanchi","Injured_Male",0
"507",46,"Lumbini","Gulmi","Injured_Male",4
"508",54,"Rapti","Rukum","Injured_Male",1
"509",55,"Rapti","Salyan","Injured_Male",2
"510",53,"Rapti","Rolpa","Injured_Male",2
"511",52,"Rapti","Pyuthan","Injured_Male",5
"512",56,"Rapti","Dang","Injured_Male",7
"513",57,"Bheri","Banke","Injured_Male",1
"514",58,"Bheri","Bardiya","Injured_Male",1
"515",59,"Bheri","Surkhet","Injured_Male",1
"516",61,"Bheri","Jajarkot","Injured_Male",2
"517",60,"Bheri","Dailekh","Injured_Male",0
"518",62,"Karnali","Dolpa","Injured_Male",0
"519",63,"Karnali","Jumla","Injured_Male",2
"520",64,"Karnali","Kalikot","Injured_Male",0
