"","DIST_ID","ZONE","DISTRICT","variable","value"
"1726",53,"Rapti","Rolpa","HHs2011",747
"1727",53,"Rapti","Rolpa","HHs2011",895
"1728",53,"Rapti","Rolpa","HHs2011",1561
"1729",53,"Rapti","Rolpa","HHs2011",494
"1730",53,"Rapti","Rolpa","HHs2011",716
"1731",53,"Rapti","Rolpa","HHs2011",1068
"1732",53,"Rapti","Rolpa","HHs2011",799
"1733",53,"Rapti","Rolpa","HHs2011",894
"1734",53,"Rapti","Rolpa","HHs2011",883
"1735",53,"Rapti","Rolpa","HHs2011",921
"1736",53,"Rapti","Rolpa","HHs2011",685
"1737",53,"Rapti","Rolpa","HHs2011",650
"1738",53,"Rapti","Rolpa","HHs2011",424
"1739",53,"Rapti","Rolpa","HHs2011",933
"1740",53,"Rapti","Rolpa","HHs2011",1003
"1741",53,"Rapti","Rolpa","HHs2011",979
"1742",54,"Rapti","Rukum","HHs2011",1699
"1743",54,"Rapti","Rukum","HHs2011",748
"1744",54,"Rapti","Rukum","HHs2011",1922
"1745",54,"Rapti","Rukum","HHs2011",788
"1746",54,"Rapti","Rukum","HHs2011",3279
"1747",54,"Rapti","Rukum","HHs2011",1059
"1748",54,"Rapti","Rukum","HHs2011",720
"1749",54,"Rapti","Rukum","HHs2011",1440
"1750",54,"Rapti","Rukum","HHs2011",1361
"1751",54,"Rapti","Rukum","HHs2011",578
"1752",54,"Rapti","Rukum","HHs2011",1008
"1753",54,"Rapti","Rukum","HHs2011",686
"1754",54,"Rapti","Rukum","HHs2011",1092
"1755",54,"Rapti","Rukum","HHs2011",372
"1756",54,"Rapti","Rukum","HHs2011",1342
"1757",54,"Rapti","Rukum","HHs2011",852
"1758",54,"Rapti","Rukum","HHs2011",1160
"1759",54,"Rapti","Rukum","HHs2011",1138
"1760",54,"Rapti","Rukum","HHs2011",633
"1761",54,"Rapti","Rukum","HHs2011",609
"1762",54,"Rapti","Rukum","HHs2011",851
"1763",54,"Rapti","Rukum","HHs2011",1116
"1764",54,"Rapti","Rukum","HHs2011",862
"1765",54,"Rapti","Rukum","HHs2011",475
"1766",54,"Rapti","Rukum","HHs2011",543
"1767",54,"Rapti","Rukum","HHs2011",1058
"1768",54,"Rapti","Rukum","HHs2011",937
"1769",54,"Rapti","Rukum","HHs2011",846
"1770",54,"Rapti","Rukum","HHs2011",359
"1771",54,"Rapti","Rukum","HHs2011",774
"1772",54,"Rapti","Rukum","HHs2011",1113
"1773",54,"Rapti","Rukum","HHs2011",1186
"1774",54,"Rapti","Rukum","HHs2011",707
"1775",54,"Rapti","Rukum","HHs2011",1094
"1776",54,"Rapti","Rukum","HHs2011",819
"1777",54,"Rapti","Rukum","HHs2011",916
"1778",54,"Rapti","Rukum","HHs2011",932
"1779",54,"Rapti","Rukum","HHs2011",425
"1780",54,"Rapti","Rukum","HHs2011",805
"1781",54,"Rapti","Rukum","HHs2011",1044
"1782",54,"Rapti","Rukum","HHs2011",902
"1783",49,"Lumbini","Rupandehi","HHs2011",6435
"1784",49,"Lumbini","Rupandehi","HHs2011",960
"1785",49,"Lumbini","Rupandehi","HHs2011",1769
"1786",49,"Lumbini","Rupandehi","HHs2011",1277
"1787",49,"Lumbini","Rupandehi","HHs2011",1473
"1788",49,"Lumbini","Rupandehi","HHs2011",858
"1789",15,"Sagarmatha","Saptari","HHs2011",819
"1790",49,"Lumbini","Rupandehi","HHs2011",873
"1791",49,"Lumbini","Rupandehi","HHs2011",2192
"1792",49,"Lumbini","Rupandehi","HHs2011",1615
"1793",49,"Lumbini","Rupandehi","HHs2011",2814
"1794",49,"Lumbini","Rupandehi","HHs2011",707
"1795",49,"Lumbini","Rupandehi","HHs2011",1429
"1796",49,"Lumbini","Rupandehi","HHs2011",742
"1797",49,"Lumbini","Rupandehi","HHs2011",1205
"1798",49,"Lumbini","Rupandehi","HHs2011",1584
"1799",49,"Lumbini","Rupandehi","HHs2011",2231
"1800",49,"Lumbini","Rupandehi","HHs2011",2517
"1801",49,"Lumbini","Rupandehi","HHs2011",2779
"1802",49,"Lumbini","Rupandehi","HHs2011",1988
"1803",49,"Lumbini","Rupandehi","HHs2011",5731
"1804",49,"Lumbini","Rupandehi","HHs2011",642
"1805",49,"Lumbini","Rupandehi","HHs2011",1104
"1806",49,"Lumbini","Rupandehi","HHs2011",687
"1807",49,"Lumbini","Rupandehi","HHs2011",1371
"1808",49,"Lumbini","Rupandehi","HHs2011",2278
"1809",49,"Lumbini","Rupandehi","HHs2011",916
"1810",49,"Lumbini","Rupandehi","HHs2011",935
"1811",49,"Lumbini","Rupandehi","HHs2011",5355
"1812",49,"Lumbini","Rupandehi","HHs2011",1568
"1813",49,"Lumbini","Rupandehi","HHs2011",950
"1814",49,"Lumbini","Rupandehi","HHs2011",1992
"1815",49,"Lumbini","Rupandehi","HHs2011",972
"1816",49,"Lumbini","Rupandehi","HHs2011",2176
"1817",49,"Lumbini","Rupandehi","HHs2011",12497
"1818",49,"Lumbini","Rupandehi","HHs2011",840
"1819",49,"Lumbini","Rupandehi","HHs2011",1394
"1820",49,"Lumbini","Rupandehi","HHs2011",1172
"1821",49,"Lumbini","Rupandehi","HHs2011",851
"1822",49,"Lumbini","Rupandehi","HHs2011",1294
"1823",49,"Lumbini","Rupandehi","HHs2011",1450
"1824",55,"Rapti","Salyan","HHs2011",989
"1825",55,"Rapti","Salyan","HHs2011",1002
"1826",49,"Lumbini","Rupandehi","HHs2011",977
"1827",49,"Lumbini","Rupandehi","HHs2011",592
"1828",49,"Lumbini","Rupandehi","HHs2011",1944
"1829",55,"Rapti","Salyan","HHs2011",1117
"1830",49,"Lumbini","Rupandehi","HHs2011",746
"1831",49,"Lumbini","Rupandehi","HHs2011",805
"1832",49,"Lumbini","Rupandehi","HHs2011",1148
"1833",9,"Koshi","Sankhuwasabha","HHs2011",721
"1834",49,"Lumbini","Rupandehi","HHs2011",819
"1835",49,"Lumbini","Rupandehi","HHs2011",0
"1836",49,"Lumbini","Rupandehi","HHs2011",1247
"1837",49,"Lumbini","Rupandehi","HHs2011",892
"1838",49,"Lumbini","Rupandehi","HHs2011",1073
"1839",49,"Lumbini","Rupandehi","HHs2011",787
"1840",9,"Koshi","Sankhuwasabha","HHs2011",553
"1841",9,"Koshi","Sankhuwasabha","HHs2011",604
"1842",49,"Lumbini","Rupandehi","HHs2011",776
"1843",9,"Koshi","Sankhuwasabha","HHs2011",718
"1844",9,"Koshi","Sankhuwasabha","HHs2011",566
"1845",49,"Lumbini","Rupandehi","HHs2011",731
"1846",49,"Lumbini","Rupandehi","HHs2011",2592
"1847",49,"Lumbini","Rupandehi","HHs2011",4267
"1848",49,"Lumbini","Rupandehi","HHs2011",1555
"1849",49,"Lumbini","Rupandehi","HHs2011",1435
"1850",49,"Lumbini","Rupandehi","HHs2011",2259
"1851",49,"Lumbini","Rupandehi","HHs2011",1125
"1852",55,"Rapti","Salyan","HHs2011",888
"1853",55,"Rapti","Salyan","HHs2011",832
"1854",55,"Rapti","Salyan","HHs2011",865
"1855",55,"Rapti","Salyan","HHs2011",1076
"1856",55,"Rapti","Salyan","HHs2011",1128
"1857",55,"Rapti","Salyan","HHs2011",427
"1858",55,"Rapti","Salyan","HHs2011",1660
"1859",55,"Rapti","Salyan","HHs2011",1285
"1860",55,"Rapti","Salyan","HHs2011",1215
"1861",55,"Rapti","Salyan","HHs2011",892
"1862",55,"Rapti","Salyan","HHs2011",1040
"1863",55,"Rapti","Salyan","HHs2011",1188
"1864",55,"Rapti","Salyan","HHs2011",1324
"1865",55,"Rapti","Salyan","HHs2011",1227
"1866",55,"Rapti","Salyan","HHs2011",791
"1867",55,"Rapti","Salyan","HHs2011",1065
"1868",55,"Rapti","Salyan","HHs2011",1378
"1869",55,"Rapti","Salyan","HHs2011",542
"1870",55,"Rapti","Salyan","HHs2011",1943
"1871",55,"Rapti","Salyan","HHs2011",1076
"1872",55,"Rapti","Salyan","HHs2011",967
"1873",55,"Rapti","Salyan","HHs2011",1236
"1874",55,"Rapti","Salyan","HHs2011",707
"1875",55,"Rapti","Salyan","HHs2011",936
"1876",55,"Rapti","Salyan","HHs2011",776
"1877",55,"Rapti","Salyan","HHs2011",1137
"1878",55,"Rapti","Salyan","HHs2011",943
"1879",55,"Rapti","Salyan","HHs2011",728
"1880",55,"Rapti","Salyan","HHs2011",719
"1881",55,"Rapti","Salyan","HHs2011",1163
"1882",55,"Rapti","Salyan","HHs2011",585
"1883",55,"Rapti","Salyan","HHs2011",639
"1884",55,"Rapti","Salyan","HHs2011",898
"1885",55,"Rapti","Salyan","HHs2011",1044
"1886",55,"Rapti","Salyan","HHs2011",876
"1887",55,"Rapti","Salyan","HHs2011",1302
"1888",55,"Rapti","Salyan","HHs2011",1172
"1889",55,"Rapti","Salyan","HHs2011",985
"1890",55,"Rapti","Salyan","HHs2011",1186
"1891",55,"Rapti","Salyan","HHs2011",611
"1892",55,"Rapti","Salyan","HHs2011",733
"1893",55,"Rapti","Salyan","HHs2011",959
"1894",55,"Rapti","Salyan","HHs2011",437
"1895",9,"Koshi","Sankhuwasabha","HHs2011",772
"1896",9,"Koshi","Sankhuwasabha","HHs2011",624
"1897",9,"Koshi","Sankhuwasabha","HHs2011",1161
"1898",9,"Koshi","Sankhuwasabha","HHs2011",827
"1899",9,"Koshi","Sankhuwasabha","HHs2011",1196
"1900",9,"Koshi","Sankhuwasabha","HHs2011",849
"1901",9,"Koshi","Sankhuwasabha","HHs2011",411
"1902",9,"Koshi","Sankhuwasabha","HHs2011",622
"1903",9,"Koshi","Sankhuwasabha","HHs2011",1312
"1904",9,"Koshi","Sankhuwasabha","HHs2011",946
"1905",9,"Koshi","Sankhuwasabha","HHs2011",1175
"1906",9,"Koshi","Sankhuwasabha","HHs2011",72
"1907",9,"Koshi","Sankhuwasabha","HHs2011",1551
"1908",9,"Koshi","Sankhuwasabha","HHs2011",642
"1909",9,"Koshi","Sankhuwasabha","HHs2011",1239
"1910",9,"Koshi","Sankhuwasabha","HHs2011",1299
"1911",9,"Koshi","Sankhuwasabha","HHs2011",1276
"1912",9,"Koshi","Sankhuwasabha","HHs2011",1580
"1913",9,"Koshi","Sankhuwasabha","HHs2011",1183
"1914",9,"Koshi","Sankhuwasabha","HHs2011",519
"1915",9,"Koshi","Sankhuwasabha","HHs2011",876
"1916",9,"Koshi","Sankhuwasabha","HHs2011",570
"1917",9,"Koshi","Sankhuwasabha","HHs2011",567
"1918",15,"Sagarmatha","Saptari","HHs2011",853
"1919",15,"Sagarmatha","Saptari","HHs2011",919
"1920",15,"Sagarmatha","Saptari","HHs2011",758
"1921",15,"Sagarmatha","Saptari","HHs2011",879
"1922",15,"Sagarmatha","Saptari","HHs2011",954
"1923",15,"Sagarmatha","Saptari","HHs2011",1027
"1924",15,"Sagarmatha","Saptari","HHs2011",965
"1925",15,"Sagarmatha","Saptari","HHs2011",1334
"1926",15,"Sagarmatha","Saptari","HHs2011",996
"1927",15,"Sagarmatha","Saptari","HHs2011",1258
"1928",15,"Sagarmatha","Saptari","HHs2011",615
"1929",15,"Sagarmatha","Saptari","HHs2011",900
"1930",15,"Sagarmatha","Saptari","HHs2011",1066
"1931",15,"Sagarmatha","Saptari","HHs2011",991
"1932",15,"Sagarmatha","Saptari","HHs2011",886
"1933",15,"Sagarmatha","Saptari","HHs2011",1253
"1934",15,"Sagarmatha","Saptari","HHs2011",742
"1935",15,"Sagarmatha","Saptari","HHs2011",892
"1936",15,"Sagarmatha","Saptari","HHs2011",554
"1937",15,"Sagarmatha","Saptari","HHs2011",779
"1938",15,"Sagarmatha","Saptari","HHs2011",782
"1939",15,"Sagarmatha","Saptari","HHs2011",1142
"1940",15,"Sagarmatha","Saptari","HHs2011",902
"1941",15,"Sagarmatha","Saptari","HHs2011",884
"1942",15,"Sagarmatha","Saptari","HHs2011",1896
"1943",15,"Sagarmatha","Saptari","HHs2011",1311
"1944",15,"Sagarmatha","Saptari","HHs2011",889
"1945",15,"Sagarmatha","Saptari","HHs2011",1132
"1946",15,"Sagarmatha","Saptari","HHs2011",1078
"1947",15,"Sagarmatha","Saptari","HHs2011",975
"1948",15,"Sagarmatha","Saptari","HHs2011",874
"1949",15,"Sagarmatha","Saptari","HHs2011",656
"1950",15,"Sagarmatha","Saptari","HHs2011",470
"1951",15,"Sagarmatha","Saptari","HHs2011",2524
"1952",15,"Sagarmatha","Saptari","HHs2011",872
"1953",15,"Sagarmatha","Saptari","HHs2011",1226
"1954",15,"Sagarmatha","Saptari","HHs2011",0
"1955",15,"Sagarmatha","Saptari","HHs2011",7743
"1956",15,"Sagarmatha","Saptari","HHs2011",755
"1957",15,"Sagarmatha","Saptari","HHs2011",1185
"1958",15,"Sagarmatha","Saptari","HHs2011",660
"1959",15,"Sagarmatha","Saptari","HHs2011",968
"1960",15,"Sagarmatha","Saptari","HHs2011",1063
"1961",15,"Sagarmatha","Saptari","HHs2011",1278
"1962",15,"Sagarmatha","Saptari","HHs2011",944
"1963",15,"Sagarmatha","Saptari","HHs2011",1082
"1964",15,"Sagarmatha","Saptari","HHs2011",1141
"1965",15,"Sagarmatha","Saptari","HHs2011",843
"1966",15,"Sagarmatha","Saptari","HHs2011",934
"1967",15,"Sagarmatha","Saptari","HHs2011",844
"1968",15,"Sagarmatha","Saptari","HHs2011",1202
"1969",15,"Sagarmatha","Saptari","HHs2011",289
"1970",15,"Sagarmatha","Saptari","HHs2011",957
"1971",15,"Sagarmatha","Saptari","HHs2011",1105
"1972",15,"Sagarmatha","Saptari","HHs2011",1245
"1973",15,"Sagarmatha","Saptari","HHs2011",1410
"1974",15,"Sagarmatha","Saptari","HHs2011",647
"1975",15,"Sagarmatha","Saptari","HHs2011",1139
"1976",15,"Sagarmatha","Saptari","HHs2011",979
"1977",15,"Sagarmatha","Saptari","HHs2011",1269
"1978",15,"Sagarmatha","Saptari","HHs2011",1342
"1979",15,"Sagarmatha","Saptari","HHs2011",870
"1980",15,"Sagarmatha","Saptari","HHs2011",669
"1981",15,"Sagarmatha","Saptari","HHs2011",793
"1982",15,"Sagarmatha","Saptari","HHs2011",1705
"1983",15,"Sagarmatha","Saptari","HHs2011",1038
"1984",15,"Sagarmatha","Saptari","HHs2011",947
"1985",15,"Sagarmatha","Saptari","HHs2011",951
"1986",15,"Sagarmatha","Saptari","HHs2011",859
"1987",15,"Sagarmatha","Saptari","HHs2011",906
"1988",15,"Sagarmatha","Saptari","HHs2011",886
"1989",15,"Sagarmatha","Saptari","HHs2011",616
"1990",15,"Sagarmatha","Saptari","HHs2011",1916
"1991",15,"Sagarmatha","Saptari","HHs2011",1153
"1992",15,"Sagarmatha","Saptari","HHs2011",762
"1993",15,"Sagarmatha","Saptari","HHs2011",1331
"1994",15,"Sagarmatha","Saptari","HHs2011",700
"1995",15,"Sagarmatha","Saptari","HHs2011",1180
"1996",15,"Sagarmatha","Saptari","HHs2011",999
"1997",15,"Sagarmatha","Saptari","HHs2011",1055
"1998",15,"Sagarmatha","Saptari","HHs2011",936
"1999",20,"Janakpur","Sindhuli","HHs2011",1160
"2000",20,"Janakpur","Sindhuli","HHs2011",973
"2001",20,"Janakpur","Sindhuli","HHs2011",708
"2002",20,"Janakpur","Sindhuli","HHs2011",1623
"2003",20,"Janakpur","Sindhuli","HHs2011",1425
"2004",20,"Janakpur","Sindhuli","HHs2011",949
"2005",20,"Janakpur","Sindhuli","HHs2011",995
"2006",20,"Janakpur","Sindhuli","HHs2011",1594
"2007",20,"Janakpur","Sindhuli","HHs2011",9304
"2008",20,"Janakpur","Sindhuli","HHs2011",1617
"2009",15,"Sagarmatha","Saptari","HHs2011",1047
"2010",20,"Janakpur","Sindhuli","HHs2011",1151
"2011",20,"Janakpur","Sindhuli","HHs2011",657
"2012",20,"Janakpur","Sindhuli","HHs2011",1309
"2013",20,"Janakpur","Sindhuli","HHs2011",962
"2014",20,"Janakpur","Sindhuli","HHs2011",1299
"2015",20,"Janakpur","Sindhuli","HHs2011",1685
"2016",20,"Janakpur","Sindhuli","HHs2011",559
"2017",20,"Janakpur","Sindhuli","HHs2011",734
"2018",15,"Sagarmatha","Saptari","HHs2011",683
"2019",15,"Sagarmatha","Saptari","HHs2011",724
"2020",15,"Sagarmatha","Saptari","HHs2011",1070
"2021",15,"Sagarmatha","Saptari","HHs2011",1077
"2022",20,"Janakpur","Sindhuli","HHs2011",620
"2023",15,"Sagarmatha","Saptari","HHs2011",785
"2024",20,"Janakpur","Sindhuli","HHs2011",545
"2025",23,"Bagmati","Sindhupalchok","HHs2011",576
"2026",15,"Sagarmatha","Saptari","HHs2011",1193
"2027",20,"Janakpur","Sindhuli","HHs2011",526
"2028",20,"Janakpur","Sindhuli","HHs2011",349
"2029",15,"Sagarmatha","Saptari","HHs2011",1138
"2030",15,"Sagarmatha","Saptari","HHs2011",1049
"2031",15,"Sagarmatha","Saptari","HHs2011",1132
"2032",15,"Sagarmatha","Saptari","HHs2011",900
"2033",20,"Janakpur","Sindhuli","HHs2011",510
"2034",20,"Janakpur","Sindhuli","HHs2011",1010
"2035",20,"Janakpur","Sindhuli","HHs2011",606
"2036",20,"Janakpur","Sindhuli","HHs2011",702
"2037",20,"Janakpur","Sindhuli","HHs2011",493
"2038",20,"Janakpur","Sindhuli","HHs2011",446
"2039",20,"Janakpur","Sindhuli","HHs2011",812
"2040",20,"Janakpur","Sindhuli","HHs2011",452
"2041",20,"Janakpur","Sindhuli","HHs2011",395
"2042",20,"Janakpur","Sindhuli","HHs2011",1896
"2043",20,"Janakpur","Sindhuli","HHs2011",330
"2044",20,"Janakpur","Sindhuli","HHs2011",1673
"2045",20,"Janakpur","Sindhuli","HHs2011",445
"2046",20,"Janakpur","Sindhuli","HHs2011",805
"2047",20,"Janakpur","Sindhuli","HHs2011",771
"2048",20,"Janakpur","Sindhuli","HHs2011",529
"2049",20,"Janakpur","Sindhuli","HHs2011",973
"2050",20,"Janakpur","Sindhuli","HHs2011",1194
"2051",20,"Janakpur","Sindhuli","HHs2011",415
"2052",20,"Janakpur","Sindhuli","HHs2011",1010
"2053",20,"Janakpur","Sindhuli","HHs2011",749
"2054",20,"Janakpur","Sindhuli","HHs2011",848
"2055",20,"Janakpur","Sindhuli","HHs2011",1015
"2056",20,"Janakpur","Sindhuli","HHs2011",1110
"2057",20,"Janakpur","Sindhuli","HHs2011",459
"2058",20,"Janakpur","Sindhuli","HHs2011",371
"2059",20,"Janakpur","Sindhuli","HHs2011",1585
"2060",20,"Janakpur","Sindhuli","HHs2011",1758
"2061",20,"Janakpur","Sindhuli","HHs2011",395
"2062",20,"Janakpur","Sindhuli","HHs2011",548
"2063",20,"Janakpur","Sindhuli","HHs2011",528
"2064",20,"Janakpur","Sindhuli","HHs2011",1967
"2065",23,"Bagmati","Sindhupalchok","HHs2011",422
"2066",23,"Bagmati","Sindhupalchok","HHs2011",758
"2067",23,"Bagmati","Sindhupalchok","HHs2011",393
"2068",23,"Bagmati","Sindhupalchok","HHs2011",833
"2069",23,"Bagmati","Sindhupalchok","HHs2011",716
"2070",23,"Bagmati","Sindhupalchok","HHs2011",997
"2071",23,"Bagmati","Sindhupalchok","HHs2011",1733
"2072",23,"Bagmati","Sindhupalchok","HHs2011",705
"2073",23,"Bagmati","Sindhupalchok","HHs2011",776
"2074",23,"Bagmati","Sindhupalchok","HHs2011",718
"2075",23,"Bagmati","Sindhupalchok","HHs2011",653
"2076",23,"Bagmati","Sindhupalchok","HHs2011",822
"2077",23,"Bagmati","Sindhupalchok","HHs2011",588
"2078",23,"Bagmati","Sindhupalchok","HHs2011",1036
"2079",23,"Bagmati","Sindhupalchok","HHs2011",1683
"2080",23,"Bagmati","Sindhupalchok","HHs2011",487
"2081",23,"Bagmati","Sindhupalchok","HHs2011",509
"2082",23,"Bagmati","Sindhupalchok","HHs2011",759
"2083",23,"Bagmati","Sindhupalchok","HHs2011",1331
"2084",23,"Bagmati","Sindhupalchok","HHs2011",1152
"2085",23,"Bagmati","Sindhupalchok","HHs2011",465
"2086",23,"Bagmati","Sindhupalchok","HHs2011",674
"2087",23,"Bagmati","Sindhupalchok","HHs2011",892
"2088",23,"Bagmati","Sindhupalchok","HHs2011",624
"2089",23,"Bagmati","Sindhupalchok","HHs2011",656
"2090",23,"Bagmati","Sindhupalchok","HHs2011",611
"2091",23,"Bagmati","Sindhupalchok","HHs2011",1199
"2092",23,"Bagmati","Sindhupalchok","HHs2011",834
"2093",23,"Bagmati","Sindhupalchok","HHs2011",545
"2094",23,"Bagmati","Sindhupalchok","HHs2011",999
"2095",23,"Bagmati","Sindhupalchok","HHs2011",764
"2096",23,"Bagmati","Sindhupalchok","HHs2011",449
"2097",23,"Bagmati","Sindhupalchok","HHs2011",818
"2098",23,"Bagmati","Sindhupalchok","HHs2011",731
"2099",23,"Bagmati","Sindhupalchok","HHs2011",949
"2100",23,"Bagmati","Sindhupalchok","HHs2011",487
"2101",23,"Bagmati","Sindhupalchok","HHs2011",1074
"2102",23,"Bagmati","Sindhupalchok","HHs2011",792
"2103",23,"Bagmati","Sindhupalchok","HHs2011",994
"2104",23,"Bagmati","Sindhupalchok","HHs2011",1270
"2105",23,"Bagmati","Sindhupalchok","HHs2011",751
"2106",23,"Bagmati","Sindhupalchok","HHs2011",620
"2107",23,"Bagmati","Sindhupalchok","HHs2011",1618
"2108",23,"Bagmati","Sindhupalchok","HHs2011",627
"2109",23,"Bagmati","Sindhupalchok","HHs2011",851
"2110",23,"Bagmati","Sindhupalchok","HHs2011",1375
"2111",23,"Bagmati","Sindhupalchok","HHs2011",874
"2112",23,"Bagmati","Sindhupalchok","HHs2011",464
"2113",23,"Bagmati","Sindhupalchok","HHs2011",1160
"2114",23,"Bagmati","Sindhupalchok","HHs2011",783
"2115",23,"Bagmati","Sindhupalchok","HHs2011",787
"2116",23,"Bagmati","Sindhupalchok","HHs2011",693
"2117",23,"Bagmati","Sindhupalchok","HHs2011",592
"2118",23,"Bagmati","Sindhupalchok","HHs2011",927
"2119",23,"Bagmati","Sindhupalchok","HHs2011",789
"2120",23,"Bagmati","Sindhupalchok","HHs2011",938
"2121",23,"Bagmati","Sindhupalchok","HHs2011",779
"2122",23,"Bagmati","Sindhupalchok","HHs2011",583
"2123",23,"Bagmati","Sindhupalchok","HHs2011",1860
"2124",23,"Bagmati","Sindhupalchok","HHs2011",608
"2125",23,"Bagmati","Sindhupalchok","HHs2011",391
"2126",23,"Bagmati","Sindhupalchok","HHs2011",681
"2127",23,"Bagmati","Sindhupalchok","HHs2011",1024
"2128",23,"Bagmati","Sindhupalchok","HHs2011",718
"2129",23,"Bagmati","Sindhupalchok","HHs2011",1179
"2130",23,"Bagmati","Sindhupalchok","HHs2011",833
"2131",23,"Bagmati","Sindhupalchok","HHs2011",626
"2132",23,"Bagmati","Sindhupalchok","HHs2011",797
"2133",23,"Bagmati","Sindhupalchok","HHs2011",489
"2134",23,"Bagmati","Sindhupalchok","HHs2011",762
"2135",23,"Bagmati","Sindhupalchok","HHs2011",894
"2136",23,"Bagmati","Sindhupalchok","HHs2011",1102
"2137",23,"Bagmati","Sindhupalchok","HHs2011",526
"2138",23,"Bagmati","Sindhupalchok","HHs2011",836
"2139",16,"Sagarmatha","Siraha","HHs2011",873
"2140",16,"Sagarmatha","Siraha","HHs2011",617
"2141",16,"Sagarmatha","Siraha","HHs2011",817
"2142",16,"Sagarmatha","Siraha","HHs2011",1254
"2143",16,"Sagarmatha","Siraha","HHs2011",570
"2144",16,"Sagarmatha","Siraha","HHs2011",485
"2145",16,"Sagarmatha","Siraha","HHs2011",761
"2146",16,"Sagarmatha","Siraha","HHs2011",1951
"2147",16,"Sagarmatha","Siraha","HHs2011",722
"2148",16,"Sagarmatha","Siraha","HHs2011",834
"2149",16,"Sagarmatha","Siraha","HHs2011",732
"2150",16,"Sagarmatha","Siraha","HHs2011",860
"2151",16,"Sagarmatha","Siraha","HHs2011",858
"2152",16,"Sagarmatha","Siraha","HHs2011",1142
"2153",16,"Sagarmatha","Siraha","HHs2011",643
"2154",16,"Sagarmatha","Siraha","HHs2011",594
"2155",16,"Sagarmatha","Siraha","HHs2011",1781
"2156",16,"Sagarmatha","Siraha","HHs2011",1403
"2157",16,"Sagarmatha","Siraha","HHs2011",829
"2158",16,"Sagarmatha","Siraha","HHs2011",736
"2159",16,"Sagarmatha","Siraha","HHs2011",669
"2160",16,"Sagarmatha","Siraha","HHs2011",868
"2161",16,"Sagarmatha","Siraha","HHs2011",990
"2162",16,"Sagarmatha","Siraha","HHs2011",723
"2163",16,"Sagarmatha","Siraha","HHs2011",703
"2164",16,"Sagarmatha","Siraha","HHs2011",975
"2165",16,"Sagarmatha","Siraha","HHs2011",979
"2166",16,"Sagarmatha","Siraha","HHs2011",1469
"2167",16,"Sagarmatha","Siraha","HHs2011",1147
"2168",16,"Sagarmatha","Siraha","HHs2011",739
"2169",16,"Sagarmatha","Siraha","HHs2011",2068
"2170",16,"Sagarmatha","Siraha","HHs2011",879
"2171",16,"Sagarmatha","Siraha","HHs2011",878
"2172",16,"Sagarmatha","Siraha","HHs2011",838
"2173",16,"Sagarmatha","Siraha","HHs2011",520
"2174",16,"Sagarmatha","Siraha","HHs2011",1942
"2175",16,"Sagarmatha","Siraha","HHs2011",1320
"2176",16,"Sagarmatha","Siraha","HHs2011",1725
"2177",16,"Sagarmatha","Siraha","HHs2011",730
"2178",16,"Sagarmatha","Siraha","HHs2011",1060
"2179",16,"Sagarmatha","Siraha","HHs2011",753
"2180",16,"Sagarmatha","Siraha","HHs2011",738
"2181",16,"Sagarmatha","Siraha","HHs2011",946
"2182",16,"Sagarmatha","Siraha","HHs2011",810
"2183",16,"Sagarmatha","Siraha","HHs2011",597
"2184",16,"Sagarmatha","Siraha","HHs2011",728
"2185",16,"Sagarmatha","Siraha","HHs2011",986
"2186",16,"Sagarmatha","Siraha","HHs2011",824
"2187",16,"Sagarmatha","Siraha","HHs2011",759
"2188",16,"Sagarmatha","Siraha","HHs2011",1118
"2189",16,"Sagarmatha","Siraha","HHs2011",822
"2190",16,"Sagarmatha","Siraha","HHs2011",762
"2191",16,"Sagarmatha","Siraha","HHs2011",1795
"2192",16,"Sagarmatha","Siraha","HHs2011",675
"2193",16,"Sagarmatha","Siraha","HHs2011",614
"2194",16,"Sagarmatha","Siraha","HHs2011",2185
"2195",16,"Sagarmatha","Siraha","HHs2011",6479
"2196",16,"Sagarmatha","Siraha","HHs2011",833
"2197",16,"Sagarmatha","Siraha","HHs2011",797
"2198",16,"Sagarmatha","Siraha","HHs2011",865
"2199",16,"Sagarmatha","Siraha","HHs2011",1092
"2200",16,"Sagarmatha","Siraha","HHs2011",951
"2201",16,"Sagarmatha","Siraha","HHs2011",341
"2202",16,"Sagarmatha","Siraha","HHs2011",1020
"2203",16,"Sagarmatha","Siraha","HHs2011",676
"2204",16,"Sagarmatha","Siraha","HHs2011",1307
"2205",16,"Sagarmatha","Siraha","HHs2011",1093
"2206",16,"Sagarmatha","Siraha","HHs2011",713
"2207",16,"Sagarmatha","Siraha","HHs2011",1123
"2208",16,"Sagarmatha","Siraha","HHs2011",1731
"2209",16,"Sagarmatha","Siraha","HHs2011",1010
"2210",16,"Sagarmatha","Siraha","HHs2011",745
"2211",16,"Sagarmatha","Siraha","HHs2011",1050
"2212",16,"Sagarmatha","Siraha","HHs2011",842
"2213",16,"Sagarmatha","Siraha","HHs2011",969
"2214",16,"Sagarmatha","Siraha","HHs2011",3346
"2215",16,"Sagarmatha","Siraha","HHs2011",737
"2216",16,"Sagarmatha","Siraha","HHs2011",906
"2217",16,"Sagarmatha","Siraha","HHs2011",930
"2218",16,"Sagarmatha","Siraha","HHs2011",964
"2219",16,"Sagarmatha","Siraha","HHs2011",1158
"2220",16,"Sagarmatha","Siraha","HHs2011",1036
