ID;Date;Respondent Organisation;Respondent position;Gender;District; compliance to quarantine restrictions;stigma;food and water in quarantine;trust in authorities;Trusting the Information;burial teams;safety and acceptance;access to health care;gender equality;surveillance teams;help lines;Ebola Response Making Progress;main reason people do not respect quarantine restrictions;main reason for non-compliance;main reason for compliance;complacency colleagues;complacency people;valued and appreciated;removal of checkpoints making fight against Ebola more difficult;removal of checkpoints makes...;welcomed in communities;people confident seeking medical help for non-Ebola illnesses;gender based violence (1-5);gender based violence (Y/N);Follow up to GBV;emotional stress;What is the highest stress factor?;corruption;communication activities ;feedback influencing oganization's actions;what else can be done to fight Ebola? (choose 3 options);;;;
GT_EbolaWorkersR7_167;15.02.2015;Plan Int'I;Staff;Male;Port Loko;3;4;3;;3;3;4;3;4;4;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_168;15.02.2015;Plan Int'I;Staff;Male;Moyamba;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_172;15.02.2015;Plan Int'I;Staff;Male;Port Loko;4;3;3;;2;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_173;15.02.2015;Plan Int'I;Staff;Male;Port Loko;3;4;2;;3;3;2;3;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_174;15.02.2015;Plan Int'I;Staff;Male;Port Loko;3;4;3;;3;2;3;3;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_175;15.02.2015;Plan Int'I;Staff;Male;Western Area Urban;4;4;3;;3;3;3;3;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_176;15.02.2015;Plan Int'I;Staff;Male;Port Loko;4;4;3;;3;3;3;4;4;4;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_177;15.02.2015;Plan Int'I;Staff;Male;Koinadugu;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_178;15.02.2015;Plan Int'I;Staff;Male;Koinadugu;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_179;15.02.2015;Plan Int'I;Staff;Male;Port Loko;5;4;3;;3;3;3;3;3;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_180;15.02.2015;Plan Int'I;Staff;Female;Port Loko;4;4;3;;3;3;3;3;4;5;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_181;15.02.2015;Plan Int'I;Staff;Male;Port Loko;4;4;3;;3;3;4;3;3;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_182;15.02.2015;Plan Int'I;Staff;Female;Port Loko;4;4;3;;3;2;3;3;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_183;15.02.2015;Plan Int'I;Staff;Female;Port Loko;3;4;3;;3;4;3;3;4;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_184;15.02.2015;Plan Int'I;Staff;Female;Port Loko;4;4;3;;3;4;3;3;4;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_185;15.02.2015;Plan Int'I;Staff;Female;Kono;5;5;5;;5;5;5;5;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_192;15.02.2015;Plan Int'I;Staff;Male;Bombali;4;4;3;;3;3;3;4;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_193;15.02.2015;Plan Int'I;Staff;Male;Port Loko;3;4;3;;3;3;3;4;3;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_194;15.02.2015;Plan Int'I;Staff;Male;Port Loko;3;4;3;;4;3;4;4;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_195;15.02.2015;Plan Int'I;Staff;Female;Port Loko;4;4;3;;3;3;3;4;3;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_196;15.02.2015;Plan Int'I;Staff;Male;Bombali;3;4;3;;3;3;3;4;3;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_197;15.02.2015;Plan Int'I;Staff;Male;Bombali;4;4;3;;3;3;3;4;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_198;15.02.2015;Plan Int'I;Staff;Female;Kenema;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_199;15.02.2015;Plan Int'I;Staff;Male;Koinadugu;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_200;15.02.2015;Plan Int'I;Staff;Male;Bombali;4;4;3;;4;4;4;4;4;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_208;15.02.2015;Plan Int'I;Staff;Male;Western Area Urban;4;4;3;;4;4;3;4;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_212;15.02.2015;Plan Int'I;Staff;Male;Bombali;4;4;3;;2;4;3;4;3;5;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_216;15.02.2015;Plan Int'I;Staff;Male;Moyamba;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_220;15.02.2015;Plan Int'I;Staff;Female;Western Area Urban;3;4;3;;4;3;3;4;4;3;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_222;15.02.2015;Plan Int'I;Staff;Male;Port Loko;3;4;3;;3;3;3;3;4;3;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_270;15.02.2015;Plan Int'I;Food Coordinator;Male;Bombali;4;4;4;;3;4;3;4;3;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_271;15.02.2015;Plan Int'I;Monitor;Male;Bombali;4;4;3;;2;4;4;3;4;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_272;15.02.2015;Plan Int'I;M&E;Male;Moyamba;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_273;15.02.2015;Plan Int'I;M&E;Male;Bombali;4;3;2;;3;4;4;3;3;4;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_284;15.02.2015;Plan Int'I;Driver;Male;Western Area Urban;4;4;3;;3;4;3;4;3;4;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_285;15.02.2015;Plan Int'I;Staff;Male;Bombali;4;4;4;;3;4;4;4;3;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_1;15.02.2015;Save the Children Int'l;C.P Program Officer;Female;Kailahun;5;5;5;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_3;15.02.2015;Save the Children Int'l;Driver;Male;Pujehun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_4;15.02.2015;Save the Children Int'l;Health Prog. Officer;Male;Kailahun;5;5;5;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_5;15.02.2015;Save the Children Int'l;Driver;Male;Kailahun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_7;15.02.2015;Save the Children Int'l;C.P Program Officer;Male;Pujehun;5;5;5;;5;5;5;5;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_9;15.02.2015;Save the Children Int'l;Edu. Program Off;Male;Kailahun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_10;15.02.2015;Save the Children Int'l;EPM;Male;Pujehun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_25;15.02.2015;Save the Children Int'l;Staff;Male;Western Area Urban;5;5;4;;4;4;4;4;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_26;15.02.2015;Save the Children Int'l;Staff;Female;Western Area Urban;5;5;4;;4;4;4;4;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_27;15.02.2015;Save the Children Int'l;Staff;Male;Western Area Urban;5;5;4;;4;4;4;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_28;15.02.2015;Save the Children Int'l;Staff;Male;Western Area Urban;5;5;4;;4;4;4;4;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_138;15.02.2015;Save the Children Int'l;Driver;Male;Kailahun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_269;15.02.2015;Save the Children Int'l;Staff;Male;Pujehun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_33;15.02.2015;SLRC;Staff;Male;Pujehun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_31;15.02.2015;SLYEO;Staff;Female;Pujehun;5;5;5;;5;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_83;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;4;5;5;5;4;5;5;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_84;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;5;5;5;5;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_85;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;5;4;5;4;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_86;15.02.2015;Well body Alliance;Staff;Male;Kono;4;5;5;;4;5;5;4;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_87;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;4;5;5;4;5;5;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_88;15.02.2015;Well body Alliance;Staff;Male;Kono;4;5;5;;5;4;5;5;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_89;15.02.2015;Well body Alliance;Staff;Female;Kono;5;5;4;;5;5;5;4;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_90;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;4;5;5;5;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_91;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;5;5;4;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_92;15.02.2015;Well body Alliance;Staff;Female;Kono;5;5;5;;5;5;5;5;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_93;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;5;4;5;5;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_94;15.02.2015;Well body Alliance;Staff;Female;Kono;5;5;5;;4;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_95;15.02.2015;Well body Alliance;Staff;Female;Kono;5;5;5;;4;5;5;4;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_96;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;4;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_97;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;5;4;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_98;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;5;4;5;4;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_99;15.02.2015;Well body Alliance;Staff;Male;Kono;4;5;5;;5;5;4;5;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_100;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;5;4;5;5;4;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_101;15.02.2015;Well body Alliance;Staff;Male;Kono;4;5;5;;5;4;5;5;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_102;15.02.2015;Well body Alliance;Staff;Male;Kono;5;5;5;;4;5;5;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_35;15.02.2015;Wold Hpoe Int'l;Staff;Female;Bombali;4;4;4;;3;4;4;4;4;4;4;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR7_36;15.02.2015;Wold Hpoe Int'l;Staff;Female;Bombali;5;5;4;;4;5;4;3;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR8_29;04.03.2015;AADC;Staff;Male;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;4;;4;5;4;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_297;04.03.2015;AAD-SL;Project Officer;Female;Bombali;;;;;;;;;;;;4;Food needs not met;Fear of losing quarantine rations;5;;5;5;5;;1;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_298;04.03.2015;AAD-SL;Project Supervisor;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;4;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_299;04.03.2015;AAD-SL;Project Officer;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;4;;2;3;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_300;04.03.2015;AAD-SL;Project Officer;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_296;04.03.2015;AAD-SL;Programme Officer;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;4;4;5;;2;5;4;;;1;;;;;;;;;
GT_EbolaWorkersR8_289;04.03.2015;Associates for the wellbeing of rural communities and development;Executive Director;Male;Kambia;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;5;5;;2;3;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_32;04.03.2015;BRAC-SL;Staff;Female;Pujehun;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;3;5;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_292;04.03.2015;Campaign for good governance;Programme Officer;Male;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;5;4;;3;3;5;;;4;;;;;;;;;
GT_EbolaWorkersR8_10;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;NFI needs not met;Enough food and water;5;;5;5;3;;1;3;5;;;1;;;;;;;;;
GT_EbolaWorkersR8_11;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;4;5;4;;2;3;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_12;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;3;3;4;;;4;;;;;;;;;
GT_EbolaWorkersR8_13;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;4;;5;5;5;;3;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_14;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;4;4;;3;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_15;04.03.2015;Child Fund;Social worker;Male;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;2;;4;4;4;;4;3;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_16;04.03.2015;Child Fund;Manager;Female;Western Area Urban;;;;;;;;;;;;4;Food needs not met;Fear of losing quarantine rations;4;;4;5;4;;2;3;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_17;04.03.2015;Child Fund;Proj. Officer;Male;Kono;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;4;5;4;;3;4;5;;;4;;;;;;;;;
GT_EbolaWorkersR8_18;04.03.2015;Child Fund;Social worker;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;4;;4;4;4;;2;3;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_19;04.03.2015;Child Fund;Finance Officer;Male;Kailahun;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;4;4;4;;1;3;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_20;04.03.2015;Child Fund;Area Manager;Male;Kailahun;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;5;;4;5;4;;2;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_21;04.03.2015;Child Fund;Social worker;Male;Kailahun;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;4;4;5;;2;3;4;;;1;;;;;;;;;
GT_EbolaWorkersR8_22;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;4;;4;4;4;;3;3;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_23;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;4;;4;4;4;;3;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_24;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;5;4;5;;3;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_36;04.03.2015;Child Fund;Teacher;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;5;5;4;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_37;04.03.2015;Child Fund;Nurse;Female;Bombali;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;5;;5;5;5;;1;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_38;04.03.2015;Child Fund;Nurse;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;4;5;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_39;04.03.2015;Child Fund;Nurse;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;5;5;5;;2;5;5;;;1;;;;;;;;;
GT_EbolaWorkersR8_40;04.03.2015;Child Fund;Nurse;Female;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;5;5;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_41;04.03.2015;Child Fund;Care Giver;Female;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;4;4;;3;4;5;;;4;;;;;;;;;
GT_EbolaWorkersR8_42;04.03.2015;Child Fund;Care Giver;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_43;04.03.2015;Child Fund;Care Giver;Female;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;5;5;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_44;04.03.2015;Child Fund;Care Giver;Female;Bombali;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;5;;4;4;4;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_45;04.03.2015;Child Fund;Care Giver;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_46;04.03.2015;Child Fund;Care Giver;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;4;5;;2;3;5;;;4;;;;;;;;;
GT_EbolaWorkersR8_47;04.03.2015;Child Fund;Center Manager;Female;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;4;4;4;;1;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_48;04.03.2015;Child Fund;Teacher;Male;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;4;5;4;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_49;04.03.2015;Child Fund;Nurse;Female;Port Loko;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;5;;4;5;5;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_50;04.03.2015;Child Fund;Care Giver;Female;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;5;5;;3;4;4;;;1;;;;;;;;;
GT_EbolaWorkersR8_51;04.03.2015;Child Fund;Care Giver;Female;Port Loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;5;4;5;;3;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_52;04.03.2015;Child Fund;Care Giver;Female;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;5;5;;3;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_53;04.03.2015;Child Fund;Care Giver;Female;Port Loko;;;;;;;;;;;;4;NFI needs not met;Enough food and water;5;;5;5;5;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_54;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;4;5;4;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_55;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;4;;5;5;5;;3;3;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_75;04.03.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;5;5;5;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_76;04.03.2015;Child Fund;Staff;Female;Western Area Urban;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;5;;4;5;4;;1;4;4;;;4;;;;;;;;;
GT_EbolaWorkersR8_77;04.03.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_78;04.03.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;5;5;5;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_79;04.03.2015;Child Fund;Staff;Male;Bo;;;;;;;;;;;;4;Food needs not met;Fear of losing quarantine rations;5;;5;4;5;;3;5;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_80;04.03.2015;Child Fund;Staff;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;5;5;5;;3;5;5;;;1;;;;;;;;;
GT_EbolaWorkersR8_116;04.03.2015;Child Fund;Logistics Officer;Male;Pujehun;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;4;4;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_117;04.03.2015;Child Fund;Program Officer;Male;Bombali;;;;;;;;;;;;4;Food needs not met;Fear of losing quarantine rations;3;;4;4;4;;3;3;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_118;04.03.2015;Child Fund;Project Officer;Male;Bo;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;4;4;5;;3;5;4;;;1;;;;;;;;;
GT_EbolaWorkersR8_119;04.03.2015;Child Fund;Training Coordinator;Male;Bo;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;4;5;4;;4;5;4;;;2;;;;;;;;;
GT_EbolaWorkersR8_134;04.03.2015;Child Fund;Proj. Coordinator;Female;Bo;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;2;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR8_135;04.03.2015;Child Fund;Dist. Supervisor;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;3;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_136;04.03.2015;Child Fund;BCC. Agent;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;4;;5;4;4;;3;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_151;04.03.2015;Child Fund;Cmm mobilizer;Male;Koinadugu;;;;;;;;;;;;4;Security not enforced;To benefit the community;5;;4;5;4;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_152;04.03.2015;Child Fund;Cmm mobilizer;Male;Koinadugu;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;5;;5;5;5;;1;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_153;04.03.2015;Child Fund;Cmm mobilizer;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;2;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR8_154;04.03.2015;Child Fund;Cmm mobilizer;Female;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;2;5;4;;;4;;;;;;;;;
GT_EbolaWorkersR8_161;04.03.2015;Child Fund;Staff;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;3;3;4;;1;3;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_162;04.03.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;4;5;;2;3;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_164;04.03.2015;Child Fund;Technical Officer;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;3;5;3;;;4;;;;;;;;;
GT_EbolaWorkersR8_165;04.03.2015;Child Fund;Community Mobilizer;Female;Koinadugu;;;;;;;;;;;;5;Food needs not met;Fear of losing quarantine rations;5;;5;5;5;;3;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_166;04.03.2015;Child Fund;Community Mobilizer;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR8_167;04.03.2015;Child Fund;Community Mobilizer;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;5;5;5;;4;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_170;04.03.2015;Child Fund;Staff;Male;Koinadugu;;;;;;;;;;;;4;Food needs not met;Fear of losing quarantine rations;5;;5;4;5;;2;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR8_171;04.03.2015;Child Fund;Staff;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;5;;4;4;4;;1;5;5;;;3;;;;;;;;;
