ID;Date;Respondent Organisation;Respondent position;Gender;District; compliance to quarantine restrictions;stigma;food and water in quarantine;trust in authorities;Trusting the Information;burial teams;safety and acceptance;access to health care;gender equality;surveillance teams;help lines;Ebola Response Making Progress;main reason people do not respect quarantine restrictions;main reason for non-compliance;main reason for compliance;complacency colleagues;complacency people;valued and appreciated;removal of checkpoints making fight against Ebola more difficult;removal of checkpoints makes...;welcomed in communities;people confident seeking medical help for non-Ebola illnesses;gender based violence (1-5);gender based violence (Y/N);Follow up to GBV;emotional stress;What is the highest stress factor?;corruption;communication activities ;feedback influencing oganization's actions;what else can be done to fight Ebola? (choose 3 options);;;;
GT_EbolaWorkersR4_159;04.01.2015;Child Fund;Community Mobilizer;Male;Koinadugu;5;1;5;;5;4;4;5;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_160;04.01.2015;Child Fund;Community Mobilizer;Male;Koinadugu;4;1;4;;4;5;4;4;4;5;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_163;04.01.2015;Child Fund;Staff;Male;Koinadugu;4;1;5;;5;4;4;5;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_164;04.01.2015;Child Fund;Staff;Male;Koinadugu;5;1;4;;5;4;4;5;4;5;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_165;04.01.2015;Child Fund;Staff;Male;Koinadugu;5;1;4;;4;5;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_182;04.01.2015;Child Fund;Volunteer;Male;Bombali;2;4;3;;3;2;2;3;3;2;3;2;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_183;04.01.2015;Child Fund;Volunteer;Female;Bombali;2;4;3;;3;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_184;04.01.2015;Child Fund;Volunteer;Male;Bombali;3;4;3;;3;3;3;2;3;2;3;2;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_185;04.01.2015;Child Fund;Volunteer;Male;Kailahun;5;1;4;;5;4;5;4;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_186;04.01.2015;Child Fund;Volunteer;Male;Bo;4;1;4;;4;4;5;5;4;4;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_187;04.01.2015;Child Fund;BCC. Agent;Male;Koinadugu;5;1;4;;5;4;5;4;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_198;04.01.2015;Child Fund;Staff;Male;Port loko;2;4;3;;2;3;3;2;3;3;2;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_199;04.01.2015;Child Fund;Staff;Male;Western Area Urban;2;4;2;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_200;04.01.2015;Child Fund;Staff;Female;Western Area Urban;2;4;3;;2;3;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_201;04.01.2015;Child Fund;Staff;Male;Western Area Urban;2;3;2;;2;3;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_202;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;3;;3;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_203;04.01.2015;Child Fund;Staff;Male;Western Area Urban;2;4;3;;3;3;3;3;2;3;3;2;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_204;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;3;;3;3;3;3;3;3;2;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_206;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;3;;2;2;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_207;04.01.2015;Child Fund;Staff;Male;Western Area Urban;2;4;3;;2;3;3;2;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_208;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;3;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_210;04.01.2015;Child Fund;Staff;Male;Bombali;3;3;2;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_211;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;3;3;3;2;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_212;04.01.2015;Child Fund;Staff;Female;Western Area Urban;3;4;3;;2;3;3;3;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_213;04.01.2015;Child Fund;Staff;Female;Bombali;2;4;2;;3;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_215;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_216;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;3;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_217;04.01.2015;Child Fund;Staff;Male;Bombali;2;3;3;;2;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_219;04.01.2015;Child Fund;Staff;Female;Port loko;2;5;3;;2;3;3;2;3;3;3;2;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_221;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;3;;2;3;3;3;2;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_222;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_223;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;2;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_224;04.01.2015;Child Fund;Staff;Female;Western Area Urban;3;4;3;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_225;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;4;3;;3;3;3;2;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_226;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;2;;3;3;3;2;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_227;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;2;;3;3;3;2;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_228;04.01.2015;Child Fund;Staff;Male;Bombali;2;3;3;;2;3;3;2;3;3;3;2;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_229;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;2;;2;3;2;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_230;04.01.2015;Child Fund;Staff;Male;Koinadugu;5;1;4;;5;5;5;4;4;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_231;04.01.2015;Child Fund;Staff;Male;Bombali;2;4;3;;3;2;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_232;04.01.2015;Child Fund;Staff;Female;Western Area Urban;3;4;3;;3;2;3;3;3;3;3;2;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_233;04.01.2015;Child Fund;Staff;Male;Western Area Urban;3;3;3;;3;2;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_234;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_235;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;2;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_236;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;2;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_237;04.01.2015;Child Fund;Staff;Female;Bombali;3;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_238;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_239;04.01.2015;Child Fund;Staff;Male;Koinadugu;5;1;5;;4;4;4;5;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_240;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_241;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_242;04.01.2015;Child Fund;Staff;Male;Bombali;3;4;3;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_243;04.01.2015;Child Fund;Staff;Male;Bombali;2;4;3;;3;2;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_46;04.01.2015;DFID;Volunteer;Male;Moyamba;4;1;4;;5;5;5;4;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_47;04.01.2015;DFID;Volunteer;Female;Moyamba;4;1;4;;5;4;4;3;3;4;3;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_93;04.01.2015;DFID;Volunteer;Female;Moyamba;5;1;4;;4;4;4;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_94;04.01.2015;DFID;Volunteer;Male;Moyamba;4;1;4;;5;4;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_129;04.01.2015;DFID;Volunteer;Male;Moyamba;4;1;4;;5;4;4;5;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_130;04.01.2015;DFID;Volunteer;Male;Moyamba;4;1;4;;4;5;4;5;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_133;04.01.2015;DFID;Volunteer;Male;Moyamba;5;1;4;;4;5;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_134;04.01.2015;DFID;Volunteer;Male;Port Loko;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_137;04.01.2015;DFID;Volunteer;Male;Moyamba;4;1;5;;4;4;4;4;4;5;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_132;04.01.2015;IRC;Care Giver;Female;Port loko;3;4;3;;3;3;3;3;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_274;04.01.2015;MOPADA;Staff;Male;Pujehun;5;1;4;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_270;04.01.2015;PDNW;Staff;Male;Pujehun;4;1;4;;5;5;4;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_2;04.01.2015;Plan Int'I;Staff;Female;Western Area Urban;1;5;3;;2;4;2;2;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_6;04.01.2015;Plan Int'I;Staff;Male;Kailahun;5;2;5;;5;4;4;3;4;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_48;04.01.2015;Plan Int'I;Volunteer;Male;Makani;2;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_49;04.01.2015;Plan Int'I;Volunteer;Female;Port Loko;2;4;3;;2;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_50;04.01.2015;Plan Int'I;Volunteer;Male;Port Loko;2;4;2;;3;3;3;3;2;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_51;04.01.2015;Plan Int'I;Volunteer;Male;Makani;2;4;3;;2;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_52;04.01.2015;Plan Int'I;Volunteer;Male;Makani;2;4;3;;2;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_53;04.01.2015;Plan Int'I;Volunteer;Male;Makani;2;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_54;04.01.2015;Plan Int'I;Volunteer;Male;Makani;3;5;3;;3;2;3;2;3;4;3;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_55;04.01.2015;Plan Int'I;Volunteer;Male;Port Loko;2;4;3;;2;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_56;04.01.2015;Plan Int'I;Staff;Male;Port Loko;3;4;3;;3;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_57;04.01.2015;Plan Int'I;Staff;Male;Makani;3;4;2;;2;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_58;04.01.2015;Plan Int'I;Staff;Male;Moyamba;4;1;4;;5;4;5;4;5;5;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_59;04.01.2015;Plan Int'I;Staff;Male;Western Area Urban;2;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_60;04.01.2015;Plan Int'I;Staff;Male;Kailahun;5;1;4;;5;4;4;5;4;5;5;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_61;04.01.2015;Plan Int'I;Staff;Female;Kailahun;4;1;3;;5;4;4;5;4;4;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_62;04.01.2015;Plan Int'I;Staff;Male;Kailahun;5;1;4;;5;5;5;4;5;5;4;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_63;04.01.2015;Plan Int'I;Staff;Male;Moyamba;5;1;4;;5;4;5;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_64;04.01.2015;Plan Int'I;Staff;Male;Moyamba;4;1;5;;4;5;4;5;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_65;04.01.2015;Plan Int'I;Staff;Male;Port Loko;3;4;3;;2;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_72;04.01.2015;Plan Int'I;Staff;Male;Kabala;5;1;5;;4;5;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_73;04.01.2015;Plan Int'I;Staff;Male;Bombali;2;4;2;;1;2;2;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_74;04.01.2015;Plan Int'I;Staff;Male;Western Area Urban;3;4;3;;3;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_75;04.01.2015;Plan Int'I;Staff;Male;Kailahun;5;1;5;;5;4;4;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_76;04.01.2015;Plan Int'I;Staff;Female;Port loko;2;4;1;;2;2;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_77;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;2;;2;3;2;2;2;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_78;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;2;;3;2;2;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_79;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;3;;2;2;2;2;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_80;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;3;;2;3;2;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_81;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;3;;2;3;3;2;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_82;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;3;;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_83;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;2;;2;2;3;2;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_84;04.01.2015;Plan Int'I;Staff;Male;Kailahun;4;1;4;;4;5;4;5;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_85;04.01.2015;Plan Int'I;Staff;Male;Kailahun;4;1;4;;5;4;4;4;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_86;04.01.2015;Plan Int'I;Staff;Male;Kailahun;4;1;4;;4;5;5;4;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_87;04.01.2015;Plan Int'I;Staff;Male;Moyamba;4;1;4;;5;5;4;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_88;04.01.2015;Plan Int'I;Staff;Male;Western Area Urban;2;4;3;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_95;04.01.2015;Plan Int'I;Staff;Female;Western Area Urban;2;4;3;;4;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_97;04.01.2015;Plan Int'I;Food Coordinator;Male;Bombali;2;4;3;;2;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_98;04.01.2015;Plan Int'I;Monitor;Male;Bombali;2;4;2;;3;3;3;3;3;3;3;2;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_99;04.01.2015;Plan Int'I;M&E;Male;Moyamba;4;1;4;;4;4;5;4;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_100;04.01.2015;Plan Int'I;M&E;Male;Bombali;3;4;2;;3;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_112;04.01.2015;Plan Int'I;Driver;Male;Western Area Rural;3;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_113;04.01.2015;Plan Int'I;Staff;Male;Bombali;2;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_114;04.01.2015;Plan Int'I;Warehouse Officer;Male;Bombali;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_115;04.01.2015;Plan Int'I;Youth Eng. Officer;Female;Bombali;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_116;04.01.2015;Plan Int'I;Prog. Impl Manager;Male;Western Area Urban;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_117;04.01.2015;Plan Int'I;Youth Eng. Officer;Male;Western Area Urban;3;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_118;04.01.2015;Plan Int'I;Prog. Support Manager;Female;Western Area Urban;2;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_119;04.01.2015;Plan Int'I;Dist. Food Cordinator;Male;Moyamba;4;1;4;;5;4;5;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_120;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_121;04.01.2015;Plan Int'I;Staff;Male;Moyamba;4;1;5;;4;5;4;4;5;4;5;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_122;04.01.2015;Plan Int'I;Staff;Male;Bo;4;1;4;;5;4;4;5;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_123;04.01.2015;Plan Int'I;Dist. Food Cordinator;Male;Port loko;3;4;3;;3;3;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_124;04.01.2015;Plan Int'I;Monitor;Male;Port loko;2;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_125;04.01.2015;Plan Int'I;Dist. Food Cordinator;Male;Western Area Rural;3;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_135;04.01.2015;Plan Int'I;Staff;Male;Moyamba;4;1;4;;5;4;5;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_136;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;3;;3;3;2;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_138;04.01.2015;Plan Int'I;Staff;Male;Moyamba;5;1;4;;5;5;4;4;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_139;04.01.2015;Plan Int'I;Staff;Male;Bo;4;1;5;;4;4;4;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_140;04.01.2015;Plan Int'I;Staff;Male;Moyamba;5;1;4;;4;5;4;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_141;04.01.2015;Plan Int'I;Staff;Male;Western Area Urban;3;4;3;;3;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_142;04.01.2015;Plan Int'I;Staff;Male;Bombali;2;4;3;;2;3;2;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_147;04.01.2015;Plan Int'I;Staff;Male;Bombali;3;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_148;04.01.2015;Plan Int'I;Staff;Female;Bombali;2;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_149;04.01.2015;Plan Int'I;Staff;Male;Moyamba;5;1;4;;4;5;4;4;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_150;04.01.2015;Plan Int'I;Staff;Male;Bombali;2;4;3;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_151;04.01.2015;Plan Int'I;Staff;Male;Western Area Urban;3;4;3;;3;3;3;3;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_152;04.01.2015;Plan Int'I;Staff;Male;Moyamba;4;2;5;;4;5;4;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_153;04.01.2015;Plan Int'I;Staff;Female;Port loko;2;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_156;04.01.2015;Plan Int'I;Staff;Male;Bombali;3;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_161;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;3;;2;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_162;04.01.2015;Plan Int'I;Staff;Male;Moyamba;5;1;5;;4;4;4;4;5;4;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_166;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;2;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_167;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;3;2;;3;3;3;3;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_168;04.01.2015;Plan Int'I;Staff;Male;Port loko;2;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_169;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;2;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_170;04.01.2015;Plan Int'I;Staff;Male;Western Area Urban;3;3;3;;3;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_171;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;3;;2;3;2;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_172;04.01.2015;Plan Int'I;Staff;Male;Koinadugu;5;1;4;;5;4;4;5;4;5;4;4;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_173;04.01.2015;Plan Int'I;Staff;Male;Koinadugu;4;1;4;;5;4;5;4;4;4;5;5;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_174;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;3;;3;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_175;04.01.2015;Plan Int'I;Staff;Female;Port loko;3;4;3;;3;2;2;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_176;04.01.2015;Plan Int'I;Staff;Male;Port loko;3;4;2;;2;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_177;04.01.2015;Plan Int'I;Staff;Female;Port loko;2;3;2;;2;2;2;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_178;04.01.2015;Plan Int'I;Staff;Female;Port loko;1;4;2;;2;3;3;2;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_179;04.01.2015;Plan Int'I;Staff;Female;Port loko;2;4;3;;2;2;3;3;2;2;3;3;;;;;;;;;;;;;;;;;;;;;;;
GT_EbolaWorkersR4_180;04.01.2015;Plan Int'I;Staff;Female;Port loko;2;4;3;;3;3;2;3;3;3;2;3;;;;;;;;;;;;;;;;;;;;;;;
